PROFILE_ID,MONTH_BALANCE,BEGINNING_TOTAL_HOLDINGS_GBP,END_TOTAL_HOLDINGS_GBP,BEGINNING_EQUITY_GBP,END_EQUITY_GBP,BEGINNING_INTEREST_GBP,END_INTEREST_GBP
35550103,2023-06-01,"389,74","389,74",,,,
37302730,2023-06-01,"322,07","386,03",,,,
36917524,2023-06-01,"7443,01",0,,,,
36342093,2023-03-01,"0,3","90,02",,,,
39549205,2023-06-01,0,0,,,,
39200406,2023-06-01,"304,24","304,74",,,,
35779070,2023-04-01,"14,13","0,14",,,,
38465114,2023-06-01,"40,04","0,02",,,"40,04","0,02"
40156033,2023-06-01,0,0,,,,
37853492,2023-06-01,0,0,,,,
39718260,2023-06-01,0,0,,,,
39440923,2023-05-01,,"0,3",,,,
36266050,2023-04-01,"294,52","272,83",,,,
36384726,2023-03-01,"18,46","17,49",,,,
38855223,2023-05-01,0,0,,,,
37244889,2023-06-01,0,0,,,,
39028773,2023-06-01,"0,88","4578,75",,,,
39903291,2023-06-01,"24,43","61,82",,,,
38839622,2023-06-01,13,13,,,,
40495828,2023-06-01,,"0,42",,,,
37833449,2023-06-01,0,0,,,,
38988758,2023-06-01,0,"1,35",,,,
39200431,2023-06-01,0,0,,,,
40573479,2023-06-01,,0,,,,
37004038,2023-06-01,"9935,3","10203,33",,,,
35442425,2023-06-01,"437,89","1501,36",,,,
40611361,2023-06-01,,20,,,,
39422960,2023-06-01,0,0,,,,
38306642,2023-06-01,"14,68",26,,,,
35903291,2023-02-01,"0,01","0,01",,,,
36765102,2023-04-01,"1492,53","3092,31",,,,
38840426,2023-05-01,"183,42","581,25",,,,"533,99"
38394865,2023-05-01,"4,39","4,3",,,,
37693974,2023-04-01,220,328,,,,
38596133,2023-06-01,0,0,,,,
36088977,2023-04-01,"145,09","150,71",,,,
39337909,2023-04-01,,200,,,,
38359701,2023-05-01,30,30,,,,
40026447,2023-06-01,"247,3","247,3",,,,
35363978,2023-02-01,0,"150,05",,,,
40278582,2023-05-01,,"19,76",,,,
35486203,2023-06-01,0,0,,,,
36514187,2023-06-01,0,0,,,,
36330481,2023-04-01,"519,34","519,34",,,,
39863882,2023-06-01,,20,,,,
39758524,2023-05-01,,"1296,36",,,,
41035190,2023-06-01,,"124,87",,,,
37140530,2023-05-01,10,10,,,,
38200314,2023-06-01,"6375,72","86272,04",,,"4299,54","77614,29"
35412861,2023-06-01,"4151,88","32516,89",,,,
39163457,2023-06-01,"45,87","36,54",,,,
35724342,2023-06-01,0,20,,,,
37165974,2023-06-01,"528,91","55,12",,,,
37129976,2023-05-01,"272,22","264,31",,,,
39882925,2023-05-01,,"7,37",,,,
36801567,2023-06-01,"237,8","71,77",,,,
39420237,2023-06-01,20,20,,,,
35750976,2023-06-01,"10,13","10,54","10,13","10,54",,
40377144,2023-05-01,,20,,,,
35903823,2023-06-01,"38,21","37,96",,,,
36666967,2023-05-01,0,0,,,,
39847144,2023-06-01,"43,34","166,98",,,,
37125842,2023-06-01,"115,98","1,32",,,,
40083331,2023-06-01,0,"9,74",,,,
39333575,2023-06-01,"4,62","58,48",,,,
39392854,2023-06-01,"20,15","4,92",,,,
36731812,2023-06-01,0,"0,01",,,,
37446642,2023-06-01,0,0,,,,
38053348,2023-06-01,0,0,,,,
36403449,2023-04-01,"116,09","80,19",,,,
35796793,2023-04-01,,"15,79",,,,
35776552,2023-03-01,"1330,58",0,,,,
38715204,2023-04-01,,"60,89",,,,
35715981,2023-01-01,,20,,,,
38633763,2023-04-01,,"2059,01",,,,
37585918,2023-04-01,0,0,,,,
39353772,2023-05-01,,"20,25",,,,
35476847,2023-05-01,"13,68","13,67",,,,
38092351,2023-04-01,"8,65","1,77",,,,
38153650,2023-04-01,,0,,,,
39137004,2023-05-01,,"7,9",,,,
36472563,2023-05-01,0,0,,,,
36712010,2023-04-01,0,0,,,,
38352362,2023-04-01,"75,14","0,31",,,,
39615650,2023-05-01,,13,,,,
38327083,2023-05-01,0,"345,56",,,,
36335553,2023-03-01,"286,96",0,,,,
35883091,2023-05-01,0,300,,,,
35642352,2023-03-01,"1,77","1,3",,,,
38057902,2023-05-01,"820,51",0,,,,
37218999,2023-03-01,400,"28,07",,,,
36384726,2023-02-01,,"18,37",,,,
36422548,2023-05-01,0,0,,,,
37392094,2023-03-01,,"327,08",,,,
38029660,2023-04-01,0,0,,,,
41123102,2023-06-01,,"0,11",,,,
39260285,2023-06-01,20,20,,,,
37385828,2023-05-01,20,20,,,,
39089538,2023-04-01,,"0,01",,,,
38927377,2023-05-01,0,0,,,,
36231953,2023-01-01,,0,,,,
37723900,2023-03-01,,0,,,,
37626939,2023-04-01,20,20,,,,
38912635,2023-04-01,,"6,19",,,,
36754523,2023-04-01,1,1,,,,
38392336,2023-06-01,20,20,,,,
37688545,2023-06-01,"3,04","3,04",,,,
35380517,2023-04-01,0,0,,,,
35840676,2023-02-01,0,0,,,,
36634503,2023-02-01,,0,,,,
40598845,2023-06-01,,"6037,47",,,,
36343417,2023-06-01,"39,91","39,64",,,,
37730455,2023-06-01,"4739,91","3539,99",,,,
35764356,2023-02-01,120,2,,,,
38020512,2023-03-01,,"44,73",,,,
35955965,2023-05-01,0,"252,57",,,,
36782715,2023-05-01,0,0,,,,
36725607,2023-03-01,"7,78","2,22",,,,
35885710,2023-03-01,20,20,,,,
41257919,2023-06-01,,0,,,,
36426891,2023-06-01,"19952,16","19819,04",,,,
39269185,2023-06-01,20,"7,4",,,,
41152337,2023-06-01,,0,,,,
38284255,2023-05-01,0,0,,,,
37694489,2023-05-01,0,0,,,,
37880212,2023-04-01,2020,2020,,,,
37094853,2023-03-01,20,20,,,,
36887093,2023-05-01,0,0,,,,
39298556,2023-05-01,13,13,,,,
41023824,2023-06-01,,0,,,,
40500340,2023-06-01,,"1,23",,,,
36226675,2023-06-01,"187,45","8,81",,,,
40223067,2023-06-01,"1,16","171,37",,,,
38941127,2023-06-01,"538,12","365,35",,,,
37016022,2023-04-01,0,0,,,,
38460147,2023-05-01,"0,47","0,46",,,,
36492233,2023-02-01,,"12,87",,,,
36235944,2023-02-01,193,"325,78",,,,
38221685,2023-05-01,0,0,,,,
36430904,2023-05-01,0,0,,,,
36031417,2023-03-01,"75,3","28,96",,,,
38469920,2023-06-01,0,0,,,,
36707727,2023-06-01,0,0,,,,
41292129,2023-06-01,,0,,,,
38153650,2023-06-01,"2,22",1,,,,
41320648,2023-06-01,,"1009,2",,,,
37191719,2023-06-01,"271,41","272,2",,,,
36688249,2023-03-01,4228,0,,,,
36253783,2023-01-01,,0,,,,
35846810,2023-05-01,0,0,,,,
37370683,2023-05-01,"2782,88","916,72",,,,
40274798,2023-05-01,,"6005,73",,,,
38085242,2023-03-01,,40,,,,
35844973,2023-06-01,0,0,,,,
37759095,2023-03-01,,20,,,,
37347307,2023-06-01,"266,03","266,77",,,,
39881880,2023-06-01,0,0,,,,
39884299,2023-06-01,0,0,,,,
38021311,2023-06-01,0,0,,,,
38492788,2023-05-01,0,0,,,,
38378211,2023-06-01,"5,97","5,97",,,,
40151018,2023-05-01,,0,,,,
37281800,2023-02-01,,0,,,,
36618362,2023-05-01,13,13,,,,
36167430,2023-01-01,,200,,,,
37517190,2023-05-01,"28,75","15,52",,,,
35944280,2023-03-01,0,0,,,,
35480511,2023-03-01,80,80,,,,
36599763,2023-05-01,20,20,,,,
39454196,2023-05-01,,0,,,,
38196933,2023-05-01,0,"1,07",,,,
40274858,2023-05-01,,"1,57",,,,
37611794,2023-05-01,5,5,,,,
38956857,2023-04-01,,0,,,,
37287243,2023-06-01,13,13,,,,
36481881,2023-06-01,0,0,,,,
38774122,2023-06-01,"333,05","1769,92",,,,
36465748,2023-06-01,0,0,,,,
38285411,2023-06-01,5,0,,,,
40075060,2023-06-01,0,0,,,,
37647830,2023-06-01,0,0,,,,
38364303,2023-06-01,20,20,,,,
37369751,2023-06-01,1,1,,,,
36855033,2023-06-01,"2,13","3,74",,,,
41229928,2023-06-01,,"13,16",,,,
38489099,2023-06-01,"7179,49","384,06",,,,
36093285,2023-06-01,0,0,,,,
36055398,2023-06-01,"25603,12","25560,54",,,,
38236496,2023-05-01,"9,04","9,07",,,,
37028609,2023-05-01,0,0,,,,
36869291,2023-04-01,"48,35","48,35",,,,
36319535,2023-04-01,0,0,,,,
38007911,2023-05-01,0,0,,,,
38481361,2023-05-01,0,0,,,,
37167001,2023-05-01,"26,69","26,33",,,,
39413432,2023-06-01,,0,,,,
39039501,2023-06-01,0,4435,,,,
38831678,2023-06-01,"1049,44","1049,35",,,,
36366196,2023-02-01,0,0,,,,
35930311,2023-05-01,"812,32","794,52",,,,
35975228,2023-04-01,"20163,53","20017,03",,,"20102,62","20017,03"
37120560,2023-04-01,10,10,,,,
36622640,2023-02-01,,0,,,,
38639241,2023-05-01,"405,68","0,27",,,,
36778832,2023-05-01,"4000,96","5352,41",,,,
35675941,2023-06-01,"42,77",0,,,,
40529576,2023-06-01,,"115,85",,,,
35840676,2023-01-01,,0,,,,
36062485,2023-05-01,90,40,,,,
36608041,2023-05-01,"465,89","464,45",,,,
38710406,2023-04-01,,0,,,,
39416389,2023-05-01,,0,,,,
39150188,2023-05-01,1,1,,,,
40009306,2023-06-01,"9,32","9,27",,,,
37291293,2023-05-01,"211,61","239,37",,,,
36905333,2023-03-01,0,"190,18",,,,
36579084,2023-02-01,,"602,23",,,,
37294676,2023-03-01,420,"2350,55",,,,
37888403,2023-05-01,0,0,,,,
37763384,2023-05-01,64996,60000,,,,
35454646,2023-01-01,,0,,,,
35867688,2023-03-01,0,0,,,,
37054579,2023-03-01,300,0,,,,
37798466,2023-03-01,,0,,,,
38103475,2023-03-01,,20,,,,
36484310,2023-03-01,0,0,,,,
35865950,2023-05-01,"261,96","1,96",,,,
35434306,2023-05-01,"14264,58","17403,78",,,,
39975593,2023-05-01,,0,,,,
36920588,2023-03-01,"122,44","5,43",,,,
35882150,2023-01-01,,0,,,,
37625592,2023-03-01,,10,,,,
35834248,2023-04-01,"0,37","91,46",,,,
36765789,2023-03-01,0,0,,,,
35349562,2023-05-01,0,0,,,,
38970450,2023-04-01,,0,,,,
35448964,2023-03-01,"5,28","1,86",,,,
35652787,2023-05-01,"54,43","45,23",,,,
36770733,2023-03-01,0,"84,3",,,,
36669721,2023-04-01,"10,55","522,56",,,,
39756676,2023-05-01,,"29,13",,,,
36563645,2023-05-01,"1,86","1,86",,,,
37961898,2023-04-01,"98,92","219,15",,,,
37427167,2023-06-01,"0,22","0,22",,,,
39492035,2023-06-01,0,360,,,,
35754625,2023-06-01,"39,29","880,27",,,,
39249463,2023-06-01,"1,17","1,17",,,,
37626939,2023-06-01,20,20,,,,
36666464,2023-06-01,0,0,,,,
37929160,2023-04-01,"11,67",10,,,,
40060613,2023-05-01,,"17,19",,,,
35776928,2023-04-01,0,0,,,,
38290837,2023-05-01,"1173,89","1177,8",,,,
37140674,2023-03-01,10,0,,,,
36282510,2023-03-01,,0,,,,
36888992,2023-03-01,0,0,,,,
35892605,2023-05-01,50,50,,,,
37013321,2023-04-01,"48,42","390,49",,,,
36320293,2023-01-01,,0,,,,
41284686,2023-06-01,,0,,,,
38062451,2023-04-01,"13,56","95,93",,,,
36400500,2023-03-01,20,20,,,,
38396954,2023-04-01,0,"1,59",,,,
35486203,2023-05-01,0,0,,,,
37794723,2023-04-01,"8,29","8,17",,,,
38263802,2023-03-01,,1,,,,
38195532,2023-03-01,,0,,,,
37598393,2023-05-01,0,0,,,,
38567815,2023-04-01,,"39,06",,,,
37478049,2023-04-01,,"1,11",,,,
35848653,2023-05-01,,20,,,,
39956924,2023-05-01,,0,,,,
36726849,2023-03-01,"600,21","5131,19",,,,
41068754,2023-06-01,,"1,01",,,,
38833664,2023-06-01,"29,97","20,67",,,,
37353539,2023-06-01,"18,01","18,01",,,,
40421513,2023-06-01,0,250,,,,
40423984,2023-06-01,0,0,,,,
39720051,2023-06-01,"17,25","17,3",,,,
38928822,2023-04-01,,13,,,,
39028495,2023-05-01,3000,2000,,,,
37880129,2023-03-01,,"5,45",,,,
35623215,2023-03-01,0,0,,,,
37031427,2023-06-01,15,15,,,,
37374166,2023-05-01,0,0,,,,
39187566,2023-05-01,207,"377,28",,,,
36029919,2023-01-01,,100,,,,
38264000,2023-03-01,,20,,,,
35602351,2023-01-01,,"16,25",,,,
37033058,2023-04-01,"348,54","1224,72",,,"348,54","1224,72"
36858203,2023-04-01,"114,1","1,31",,,,
37451153,2023-03-01,,"8,77",,,,
36242178,2023-01-01,,"6,9",,,,
36272658,2023-03-01,"7,58","0,84",,,,
35787229,2023-01-01,,"1019,09",,,,
35850134,2023-05-01,"648,71","646,79",,,,
39433919,2023-05-01,,"8,04",,,,
35706064,2023-02-01,"58,38","58,38",,,,
35490769,2023-03-01,"0,86","1,01",,,,
38851395,2023-04-01,,0,,,,
39467558,2023-05-01,,20,,,,
35576701,2023-05-01,"1276,9","1840,33",,,,
36139014,2023-03-01,0,"67,79",,,,
39371105,2023-05-01,,"17,19",,,,
35457133,2023-04-01,"19,35","19,44",,,,
38236496,2023-03-01,,"16,22",,,,
39163155,2023-05-01,0,0,,,,
36529908,2023-02-01,,0,,,,
35421168,2023-05-01,"39,82","71,64",,,,
39860369,2023-05-01,,0,,,,
37473543,2023-05-01,"10,4","10,4",,,,
36266899,2023-03-01,"8951,64","9578,76",,,,
35588784,2023-01-01,,"1854,85",,,,
35530318,2023-04-01,0,0,,,,
36363218,2023-04-01,0,0,,,,
35618894,2023-02-01,5,5,,,,
35444734,2023-03-01,20,20,,,,
38932280,2023-05-01,20,20,,,,
35807573,2023-05-01,0,0,,,,
39594636,2023-05-01,,"0,19",,,,
35947629,2023-01-01,,0,,,,
36219530,2023-04-01,536,"304,51",,,,
36175570,2023-05-01,0,0,,,,
40947149,2023-06-01,,"169,26",,,,
40584063,2023-06-01,,20,,,,
36910630,2023-06-01,0,0,,,,
38731189,2023-06-01,13,"149,94",,,,
40652865,2023-06-01,,0,,,,
39040021,2023-04-01,,0,,,,
36448373,2023-06-01,"26,13",0,,,,
37046530,2023-05-01,"69,79","6,32",,,,
38412420,2023-04-01,,"894,15",,,,
36141052,2023-01-01,,"935,48",,,,
40158924,2023-05-01,,20,,,,
35706633,2023-04-01,0,0,,,,
36028803,2023-01-01,,0,,,,
37290073,2023-03-01,"0,31","0,05",,,,
36726690,2023-02-01,,0,,,,
38928561,2023-04-01,,20,,,,
35429609,2023-04-01,0,0,,,,
39467103,2023-05-01,,"663,76",,,,
37113506,2023-03-01,"245,26","0,17",,,,
35649638,2023-01-01,,0,,,,
36169502,2023-04-01,"2,1","2,1",,,,
39842243,2023-05-01,,0,,,,
38394865,2023-04-01,,"4,38",,,,
35870126,2023-01-01,,0,,,,
37427687,2023-05-01,"926,61","22,43",,,,
37798466,2023-05-01,0,0,,,,
38429480,2023-06-01,"140,25","140,25",,,,
35840555,2023-02-01,0,25,,,,
35447447,2023-01-01,,40,,,,
36127445,2023-04-01,0,0,,,,
37876980,2023-06-01,0,0,,,,
36650374,2023-06-01,"2,22","2,22",,,,
38185909,2023-06-01,20,20,,,,
38107713,2023-06-01,0,0,,,,
38331182,2023-04-01,0,0,,,,
36322796,2023-04-01,"17,82","16,85",,,,
40447999,2023-06-01,,0,,,,
36627195,2023-06-01,"14,93","14,64",,,,
36645134,2023-03-01,0,0,,,,
36740774,2023-06-01,"2,69",0,,,,
35515258,2023-02-01,0,0,,,,
36195654,2023-04-01,"0,29","0,29",,,,
36901108,2023-02-01,,"65,84",,,,
38472557,2023-04-01,,0,,,,
35598004,2023-04-01,"47,03","46,9",,,,
37324186,2023-04-01,"45,75","460,85",,,,
38263821,2023-05-01,20,20,,,,
36474924,2023-04-01,"2,32","1,42",,,,
37897604,2023-04-01,0,0,,,,
35576200,2023-01-01,,0,,,,
37427294,2023-05-01,0,0,,,,
40184406,2023-05-01,,13,,,,
38187475,2023-04-01,0,0,,,,
38834101,2023-04-01,,20,,,,
35429345,2023-01-01,,5600,,,,
41309468,2023-06-01,,100,,,,
35615821,2023-05-01,215,"331,68",,,,
39971232,2023-06-01,0,50,,,,
37307512,2023-05-01,0,0,,,,
36647508,2023-03-01,3,3,,,,
35948869,2023-06-01,"7,5","7,5",,,,
35845244,2023-04-01,"6,17","6,17",,,,
35804951,2023-06-01,20,20,,,,
38355731,2023-06-01,0,0,,,,
41203949,2023-06-01,,"7,3",,,,
39036047,2023-05-01,"166,25","71,02",,,,
36438145,2023-05-01,20,20,,,,
35516961,2023-01-01,,"0,61",,,,
37312007,2023-02-01,,0,,,,
35976693,2023-04-01,0,0,,,,
39022960,2023-04-01,,"1,27",,,,
38207271,2023-05-01,"46,56","15,61",,,,
35779093,2023-02-01,0,0,,,,
37903630,2023-03-01,,0,,,,
36869291,2023-03-01,,"48,35",,,,
35428523,2023-03-01,"0,08","4,82",,,,
35574700,2023-03-01,0,0,,,,
37111298,2023-03-01,0,0,,,,
35732159,2023-04-01,0,0,,,,
38416957,2023-05-01,"1,48","1,48",,,,
37655812,2023-05-01,0,0,,,,
37800552,2023-04-01,,13,,,,
37342779,2023-05-01,"13,24","4,23",,,,
36295058,2023-05-01,"262,2","1889,79",,,,
36663967,2023-06-01,0,0,,,,
40350090,2023-05-01,,"10,19",,,,
36263703,2023-05-01,0,0,,,,
35483068,2023-02-01,"50,11","17,03",,,,
36473365,2023-03-01,0,0,,,,
36065316,2023-01-01,,0,,,,
37663899,2023-03-01,,0,,,,
38212115,2023-03-01,,20,,,,
35973085,2023-02-01,"23,47","1,33",,,,
40958707,2023-06-01,,"567,73",,,,
37009825,2023-04-01,0,0,,,,
36476813,2023-06-01,1250,1020,,,,
37307931,2023-04-01,,"31,61",,,,
35694671,2023-02-01,"173,43","1173,79",,,,
38804081,2023-06-01,"11,51","11,51",,,,
36098701,2023-05-01,20,20,,,,
37333506,2023-04-01,"48,55","48,31",,,,
35490592,2023-06-01,0,0,,,,
36368341,2023-02-01,20,"5017,28",,,,
35444645,2023-06-01,"30,32","30,32",,,,
35638750,2023-01-01,,"28,61",,,,
35906437,2023-03-01,2,"400,8",,,,
35816548,2023-02-01,1,"956,32",,,,
37016607,2023-02-01,,0,,,,
35628395,2023-05-01,"159,36","430,56",,,,
37111298,2023-06-01,0,0,,,,
37821314,2023-06-01,20,20,,,,
38639581,2023-06-01,0,0,,,,
40850082,2023-06-01,,"3,35",,,,
38040074,2023-03-01,,"0,84",,,,
36823946,2023-04-01,0,0,,,,
36021288,2023-03-01,1,1,,,,
36405919,2023-04-01,"1320,27","375,34",,,,
35965350,2023-04-01,"80,45","79,67",,,,
39846180,2023-05-01,,"236,95",,,,
37444059,2023-03-01,,"19,83",,,,
35759786,2023-02-01,"10,99",0,,,,
38324639,2023-05-01,"2,03","1,07","2,03","1,07",,
37826841,2023-04-01,0,0,,,,
39226018,2023-05-01,250,"246,33",,,,
38854851,2023-04-01,,"1188,34",,,,
36331206,2023-02-01,,"245,57",,,,
37248964,2023-04-01,3,3,,,,
39332978,2023-04-01,,"587,55",,,,
39731501,2023-05-01,,"3,56",,"3,56",,
39861183,2023-05-01,,"1587,5",,,,
38734204,2023-06-01,"14,18","49,24",,,,
40906629,2023-06-01,,2,,,,
36263416,2023-01-01,,"37,65",,,,
39056310,2023-05-01,"2084,17","55,19",,,,
36187042,2023-04-01,"78,08","77,95",,,,
36362176,2023-04-01,0,0,,,,
38332585,2023-04-01,20,"4,64",,,,
35743624,2023-05-01,"837,64","2750,22",,,,
39562507,2023-05-01,,"849,89",,,,
35676929,2023-01-01,,"5,6",,,,
37184691,2023-06-01,"5,15","5,16",,,,
38662248,2023-06-01,0,0,,,,
35935355,2023-01-01,,0,,,,
36832162,2023-05-01,"204,18","113,2",,,,
36020035,2023-03-01,"8,12","40,71",,,,
35660388,2023-01-01,,0,,,,
39176962,2023-06-01,0,0,,,,
38901314,2023-06-01,"42,95","112,26",,,,
37661799,2023-06-01,"0,3","0,3",,,,
35937327,2023-06-01,0,0,,,,
37754608,2023-06-01,4,4,,,,
37278241,2023-06-01,"4,84","0,78",,,,
37312007,2023-06-01,"3,37","3,37",,,,
39151927,2023-06-01,"0,62","0,62",,,,
36560833,2023-05-01,0,0,,,,
39965301,2023-05-01,,20,,,,
38083645,2023-05-01,"0,03","0,03",,,,
39788501,2023-06-01,"21,28","0,6",,,,
37994460,2023-04-01,0,0,,,,
36166225,2023-04-01,"772,28","1625,76",,,,
35799702,2023-06-01,"502,24","521,51","502,24","421,22",,
38336984,2023-06-01,"3,42","3,42",,,,
37457194,2023-05-01,0,0,,,,
35523915,2023-06-01,0,0,,,,
40847549,2023-06-01,,0,,,,
36538405,2023-06-01,"0,51","81,74",,,,
35488421,2023-06-01,50,50,,,,
41326936,2023-06-01,,13,,,,
41261903,2023-06-01,,0,,,,
38464824,2023-05-01,4,"0,67",,,,
36738203,2023-06-01,"18,21","18,21",,,,
37344897,2023-06-01,0,0,,,,
40728706,2023-06-01,,10000,,,,
37333212,2023-03-01,"2,73","1,49",,,,
37572910,2023-03-01,,"55,92",,,,
38017737,2023-06-01,0,0,,,,
41209452,2023-06-01,,0,,,,
41363700,2023-06-01,,0,,,,
36706854,2023-06-01,0,0,,,,
40724957,2023-06-01,,"8,64",,,,
36671621,2023-06-01,0,0,,,,
37952107,2023-06-01,20,20,,,,
39139699,2023-04-01,,5,,,,
40001928,2023-05-01,,0,,,,
37383526,2023-04-01,"7,85","7,7",,,,
36698428,2023-05-01,"87,85","85,93",,,,
36366662,2023-05-01,0,0,,,,
36674940,2023-04-01,"3243,59","4459,31",,,,
39685430,2023-05-01,,0,,,,
36915606,2023-03-01,0,0,,,,
39535389,2023-05-01,,"33,13",,,,
35840028,2023-05-01,0,0,,,,
36900705,2023-06-01,0,0,,,,
35773197,2023-05-01,20,20,,,,
38526393,2023-04-01,,"19,29",,,,
38049053,2023-03-01,,1,,,,
35882150,2023-05-01,0,0,,,,
38024069,2023-03-01,,"16,34",,,,
39466074,2023-06-01,"0,04",0,,,,
40378900,2023-06-01,"1,23","1,23",,,,
39765577,2023-05-01,,"5,23",,,,
41194207,2023-06-01,,5,,,,
38713860,2023-05-01,0,"103,22",,,,
35930937,2023-05-01,100,"9617,94",,,,
36500463,2023-03-01,0,0,,,,
37181064,2023-04-01,0,0,,,,
37294695,2023-02-01,,0,,,,
38573600,2023-05-01,0,0,,,,
37504781,2023-03-01,,0,,,,
35807622,2023-04-01,"182,23","195,5",,,,
38676617,2023-05-01,"895,54","895,54",,,,
36142028,2023-06-01,"4,83","72,26",,,,
35652787,2023-06-01,"45,23","16,43",,,,
36168875,2023-04-01,"164,22","164,08",,,,
36674475,2023-04-01,"197,5","11314,93",,,,
39151939,2023-06-01,,"26,63",,,,
39362558,2023-05-01,,"12,56",,,,
36764594,2023-03-01,20,20,,,,
39446439,2023-05-01,,"4,95",,,,
36686503,2023-05-01,0,0,,,,
35446395,2023-03-01,0,0,,,,
38901674,2023-04-01,,8,,,,
39615650,2023-06-01,13,13,,,,
39786007,2023-06-01,,"35,5",,,,
40239392,2023-05-01,,0,,,,
38602747,2023-04-01,,"108,43",,,,
35860963,2023-02-01,20,20,,,,
39243885,2023-04-01,,0,,,,
36279056,2023-02-01,0,0,,,,
35615821,2023-02-01,0,"519,98",,,,
37350752,2023-04-01,"107,28","32,21",,,,
38691997,2023-04-01,,20,,,,
36651866,2023-05-01,"0,11","0,49",,,,
35476847,2023-03-01,"13,69","13,69",,,,
35416984,2023-02-01,0,140,,,,
36866888,2023-04-01,"13,85","4421,82",,,,
37936298,2023-04-01,0,0,,,,
36291042,2023-04-01,"0,01",0,,,,
35976693,2023-05-01,0,0,,,,
36474832,2023-02-01,,485,,,,
35635004,2023-04-01,0,"5,37",,,,
36622640,2023-05-01,0,0,,,,
37701724,2023-04-01,0,0,,,,
38038465,2023-06-01,"4,25","4,25",,,,
36823403,2023-06-01,0,0,,,,
35669562,2023-02-01,"391,81","405,04",,,,
37197076,2023-04-01,"100,57","24,97",,,,
37017888,2023-02-01,,0,,,,
36446773,2023-03-01,0,0,,,,
40125007,2023-05-01,,"17,5",,,,
39204208,2023-04-01,,0,,,,
35827999,2023-03-01,0,0,,,,
39073463,2023-05-01,0,0,,,,
35866310,2023-05-01,"308,01","276,02",,,,
35861248,2023-01-01,,"0,62",,,,
36249596,2023-02-01,20,"338,64",,,,
35534806,2023-03-01,"4,24","4,14",,,,
38977581,2023-04-01,,200,,,,
38029939,2023-05-01,"1,67","1,67",,,,
36132585,2023-01-01,,"632,18",,,,
39170272,2023-05-01,0,0,,,,
39825877,2023-05-01,,"521,43",,,,
37050997,2023-02-01,,0,,,,
37244507,2023-05-01,0,0,,,,
37117273,2023-04-01,0,0,,,,
36992278,2023-05-01,"19,31","5,81",,,,
37604401,2023-03-01,,0,,,,
35391188,2023-02-01,"9,24","9,13",,,,
36565926,2023-03-01,"1,46","141,46",,,,
36055398,2023-04-01,"12631,05","24266,8",,,,
37171728,2023-03-01,0,0,,,,
35641618,2023-04-01,0,0,,,,
35862175,2023-01-01,,"22,72",,,,
37322739,2023-04-01,"10324,75","15307,88",,,,
37487229,2023-06-01,"0,41","0,41",,,,
35776552,2023-06-01,0,0,,,,
36262674,2023-06-01,"15,79","1004,3",,,,
39804802,2023-06-01,0,"175,03",,,,
36192386,2023-01-01,,0,,,,
39199379,2023-06-01,"119,61","1226,62",,,,
37983880,2023-04-01,0,0,,,,
38584070,2023-06-01,"892,26","12,11",,,,
36461445,2023-06-01,0,0,,,,
36209463,2023-06-01,0,0,,,,
39234777,2023-06-01,"0,61","0,61",,,,
38812071,2023-05-01,"165,6","292,71",,,,
38358832,2023-05-01,"0,48","0,48",,,,
35724342,2023-04-01,0,0,,,,
35386775,2023-03-01,"3,03","9,03",,,,
35477417,2023-05-01,0,0,,,,
36866888,2023-03-01,,"13,85",,,,
38933708,2023-06-01,0,0,,,,
39528556,2023-06-01,"0,27","8,62",,,,
37044949,2023-06-01,"3,67","3,82","3,67","3,82",,
36985658,2023-02-01,,0,,,,
37375002,2023-06-01,"12,99","12,99",,,,
35490592,2023-05-01,0,0,,,,
36056435,2023-02-01,"4,04","398,75",,,,
35715308,2023-04-01,"3673,55","3284,54",,,,
36080316,2023-02-01,0,"4144,09",,,,
39030416,2023-04-01,,0,,,,
37405066,2023-03-01,,"450397,1",,,,"450397,1"
38757302,2023-04-01,,"1011,48",,,,
37750841,2023-05-01,"57,69","129,68",,,,
36726690,2023-03-01,0,0,,,,
36636363,2023-05-01,0,0,,,,
36055014,2023-01-01,,"8,48",,,,
37780109,2023-03-01,,"0,36",,,,
37689514,2023-03-01,,"0,13",,,,
39154958,2023-06-01,20,0,,,,
37393332,2023-06-01,50,50,,,,
35756924,2023-06-01,0,0,,,,
36108743,2023-06-01,"0,97","0,97",,,,
39541991,2023-06-01,"12,89","12,92",,,,
35987113,2023-05-01,"78,27","30,57",,,,
35695777,2023-01-01,,"57,03",,,,
35579966,2023-06-01,"15,96","15,85",,,,
38915945,2023-06-01,"23,17","64,76","23,17","64,76",,
36989417,2023-03-01,"154,31","88,77",,,,
38290582,2023-04-01,"0,01",0,,,,
36104027,2023-03-01,"186,38","216,03",,,,
35807707,2023-04-01,0,0,,,,
37093955,2023-02-01,,0,,,,
35679417,2023-01-01,,0,,,,
38075879,2023-04-01,0,0,,,,
38577359,2023-05-01,"1,75","10,52",,,,
38161070,2023-03-01,,"312,82",,,,
35446395,2023-04-01,0,0,,,,
37772425,2023-03-01,,1370,,,,
36634721,2023-05-01,"12,6","12,6",,,,
37014074,2023-02-01,,0,,,,
35791183,2023-04-01,0,0,,,,
35599108,2023-02-01,"2,03","39,23",,"3,8",,"17,59"
36360191,2023-05-01,"2745,5","2721,75",,,,
